         3878617549 function calls (3810097595 primitive calls) in 3468.996 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  9165134   17.199    0.000   17.199    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:195(__init__)
  3660920   16.454    0.000  111.489    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:390(sanitize_array)
  3674118   16.320    0.000   92.447    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2677(get_block_type)
  2508698   16.214    0.000   16.214    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
 11424910   16.211    0.000   17.515    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
  1110466   15.901    0.000   21.691    0.000 c:\users\user\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
 21037157   15.761    0.000   32.127    0.000 {pandas._libs.lib.is_list_like}
      200   15.458    0.077 1552.469    7.762 C:\Users\user\pybatch\batch_calculations.py:1071(draw_layer_graph)
  9953109   15.136    0.000   56.741    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:256(make_block_same_class)
 15892409   14.796    0.000   50.155    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:194(is_object_dtype)
  2416253   14.692    0.000  772.386    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3256(take)
  3660919   14.422    0.000   25.825    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1187(maybe_castable)
 23085596   14.415    0.000   57.648    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\base.py:256(is_dtype)
  2414059   14.247    0.000   14.247    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
  1751822   14.043    0.000   18.939    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:578(_can_coerce_all)
 21181912   13.523    0.000   17.917    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:293(issubclass_)
33974746/33974736   13.238    0.000   23.416    0.000 {built-in method builtins.hasattr}
 16257968   13.009    0.000   65.312    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:339(extract_array)
  7262254   12.557    0.000   41.654    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4199(equals)
    87475   12.369    0.000   12.369    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
  5946261   12.172    0.000   12.172    0.000 {built-in method numpy.arange}
 24400513   11.929    0.000   11.977    0.000 {built-in method _abc._abc_instancecheck}
 13698500   11.908    0.000   13.673    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:237(mgr_locs)
  6406314   11.872    0.000   11.872    0.000 {method 'copy' of 'numpy.ndarray' objects}
  6041714   11.566    0.000   17.782    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\arrays\numpy_.py:162(__init__)
  7705237   11.522    0.000   38.169    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1330(is_bool_dtype)
 15141705   11.521    0.000   19.224    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:442(name)
  2488291   11.294    0.000  100.592    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:348(check_array_indexer)
  6372655   11.278    0.000   25.270    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:212(shape)
 10590956   11.206    0.000   29.968    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:365(issubdtype)
 26569872   11.055    0.000   15.745    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1565(_get_dtype)
 50874929   10.990    0.000   10.990    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:319(iget)
 34862204   10.966    0.000   14.522    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:567(__len__)
 18229414   10.874    0.000   39.163    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:319(_name_includes_bit_suffix)
  6043146   10.815    0.000   18.897    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5097(__finalize__)
      200   10.737    0.054  590.610    2.953 C:\Users\user\pybatch\batch_calculations.py:295(_scratch_min_max)
  3199885   10.573    0.000   26.343    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\numeric.py:105(_shallow_copy)
 23953035   10.315    0.000   20.045    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:322(is_hashable)
  2488320   10.169    0.000  109.483    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:119(na_arithmetic_op)
29567464/23835851   10.055    0.000   81.352    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_asarray.py:16(asarray)
  2411869    9.758    0.000  984.545    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2930(_getitem_bool_array)
  6339794    9.749    0.000   11.182    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1541(__init__)
 17416597    9.589    0.000   16.139    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1611(dtype)
  1962141    9.480    0.000  131.649    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:993(iget)
  2488320    9.419    0.000  248.798    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:2741(_construct_result)
  2422419    9.386    0.000    9.386    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
     1171    9.374    0.008    9.374    0.008 {method 'close' of '_io.BufferedRandom' objects}
  2422420    9.273    0.000  565.753    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1294(<listcomp>)
 11895473    9.186    0.000   41.185    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:381(is_datetime64tz_dtype)
  4398600    9.160    0.000  193.946    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3534(_get_item_cache)
  5134343    8.923    0.000   28.311    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\fromnumeric.py:73(_wrapreduction)
  5219097    8.805    0.000   43.275    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
  3674061    8.583    0.000  124.586    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2723(make_block)
  3721692    8.352    0.000   17.550    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4086(__getitem__)
   237435    8.309    0.000   21.212    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
 12033224    8.309    0.000   14.610    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:492(name)
  2428956    8.253    0.000  594.318    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1247(reindex_indexer)
  2488050    8.056    0.000  534.443    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\__init__.py:359(wrapper)
  7470573    8.052    0.000    9.052    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4039(__contains__)
  2488320    7.838    0.000   85.675    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\computation\expressions.py:61(_evaluate_standard)
  2825788    7.791    0.000   16.245    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:132(__init__)
  9888180    7.705    0.000    7.706    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:107(__init__)
  2416253    7.513    0.000    7.513    0.000 {method 'take' of 'numpy.ndarray' objects}
      380    7.456    0.020  356.953    0.939 C:\Users\user\pybatch\batch_calculations.py:1034(<listcomp>)
  7271642    7.438    0.000   27.603    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:598(_ensure_dtype_type)
     2269    7.288    0.003    7.288    0.003 {built-in method io.open}
   189133    7.285    0.000   18.788    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\colors.py:545(__call__)
   844556    7.216    0.000   86.401    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\patches.py:761(_update_patch_transform)
 24400513    7.092    0.000   19.069    0.000 c:\users\user\anaconda3\envs\tasc\lib\abc.py:137(__instancecheck__)
  3660863    7.090    0.000  140.364    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1573(from_array)
 17416597    7.074    0.000   23.213    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:427(dtype)
 11788601    6.991    0.000   43.905    0.000 {method 'any' of 'numpy.ndarray' objects}
  8758378    6.742    0.000    8.948    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:377(_get_axis)
  3251896    6.661    0.000    6.714    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
2245227/1077208    6.625    0.000   30.439    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:2366(get_affine)
  2414063    6.531    0.000  823.075    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3355(_take_with_is_copy)
11415961/9585209    6.510    0.000   11.171    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\artist.py:213(stale)
  8158312    6.474    0.000   13.795    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:608(is_dtype_equal)
 26985522    6.448    0.000    6.448    0.000 {pandas._libs.lib.is_scalar}
 11424910    6.389    0.000    6.389    0.000 {built-in method numpy.seterrobj}
   858074    6.343    0.000   49.109    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1448(find_common_type)
  3321432    6.290    0.000    9.617    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:463(_simple_new)
32210292/31913662    6.269    0.000   11.928    0.000 {built-in method builtins.hash}
 30654020    6.242    0.000    6.242    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:233(mgr_locs)
9071542/9071515    6.226    0.000   14.403    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
 29529161    6.140    0.000    6.140    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:315(dtype)
 27812180    6.076    0.000    6.076    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1584(_block)
 13627170    6.061    0.000    6.061    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:135(_check_ndim)
  3660919    6.054    0.000   52.074    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:520(_try_cast)
 10031855    6.014    0.000    6.014    0.000 {method 'format' of 'str' objects}
  1962141    5.986    0.000   37.789    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3184(_box_col_values)
  2488320    5.873    0.000  549.881    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\common.py:50(new_method)
 11316361    5.851    0.000    7.670    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\__init__.py:686(__getitem__)
  6041714    5.767    0.000   23.549    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:207(array_values)
  5623005    5.672    0.000    6.295    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:398(_set_axis)
     1171    5.671    0.005    5.671    0.005 {method 'tobytes' of 'numpy.ndarray' objects}
  3224284    5.667    0.000   15.887    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:498(_shallow_copy)
        1    5.538    5.538   75.067   75.067 C:\Users\user\pybatch\batch_calculations.py:457(_get_msd_info)
  3674118    5.510    0.000   11.944    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:224(is_sparse)
  2488291    5.489    0.000  140.753    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:2151(check_bool_indexer)
  2416253    5.366    0.000   35.825    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:701(take)
  2508852    5.359    0.000    5.830    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:474(__enter__)
  6041714    5.295    0.000   30.564    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:574(array)
3939098/2747011    5.288    0.000    6.495    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:158(_invalidate_internal)
  3285316    5.243    0.000   18.016    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2396(__init__)
  3698766    5.214    0.000   13.945    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\dtypes.py:1119(is_dtype)
2392528/1626397    5.088    0.000  358.432    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:864(__getitem__)
 14825035    5.043    0.000    5.120    0.000 {method 'get' of 'dict' objects}
 18229414    5.023    0.000    5.023    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:36(_kind_name)
  5711313    4.993    0.000   24.203    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:446(__exit__)
  8401176    4.922    0.000    6.704    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1733(pandas_dtype)
7358538/7356346    4.804    0.000    9.676    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:130(_isna)
  1547514    4.787    0.000   16.781    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:766(__init__)
2429751/2429076    4.779    0.000   27.833    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1041(get_points)
   189132    4.757    0.000   39.885    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\colors.py:1023(__call__)
  1150751    4.749    0.000    7.068    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\ma\core.py:2912(_update_from)
  6041714    4.724    0.000    4.724    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\arrays\numpy_.py:50(__init__)
  3243314    4.661    0.000   38.975    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:750(__array__)
 19117965    4.587    0.000   13.992    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:214(<genexpr>)
   802972    4.572    0.000    6.067    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\cbook\__init__.py:2219(_check_isinstance)
  2488050    4.571    0.000   28.776    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1064(is_numeric_v_string_like)
   858074    4.549    0.000  210.012    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2816(_ixs)
  5711313    4.543    0.000   31.052    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:441(__enter__)
  1175924    4.504    0.000   10.990    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:292(getitem_block)
748316/374159    4.502    0.000  104.539    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:757(_getitem_lowerdim)
  1593643    4.443    0.000   54.187    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:868(__getitem__)
 11843241    4.435    0.000   37.098    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_methods.py:44(_any)
  2825340    4.417    0.000   10.811    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:441(__init__)
 16946513    4.397    0.000    4.397    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:178(classes)
 16946513    4.370    0.000    6.516    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:180(<lambda>)
 11545857    4.322    0.000    5.689    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:329(apply_if_callable)
  1624209    4.318    0.000  254.605    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:1474(_getitem_axis)
  2374297    4.292    0.000   19.519    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:2276(__init__)
  5605489    4.269    0.000    9.001    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1702(__init__)
  7262254    4.242    0.000    5.355    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:520(is_)
  3414437    4.047    0.000   16.151    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1832(__init__)
   310090    4.033    0.000   37.457    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:675(__array_ufunc__)
  3251896    4.029    0.000   17.601    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:2854(get_loc)
   471040    4.022    0.000   20.698    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:589(count_contains)
  4055707    4.010    0.000    7.500    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3584(_set_is_copy)
  5711313    3.988    0.000    5.498    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:437(__init__)
   238767    3.919    0.000   35.172    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:672(intersection)
  2488320    3.871    0.000   96.473    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\computation\expressions.py:217(evaluate)
   785914    3.863    0.000   19.826    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\ma\core.py:2782(__new__)
   470505    3.827    0.000    5.429    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\artist.py:69(__init__)
 16481776    3.797    0.000    3.797    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:587(<listcomp>)
  2426778    3.792    0.000    7.156    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:358(array_equivalent)
 22849820    3.791    0.000    3.791    0.000 {built-in method numpy.geterrobj}
  2485860    3.717    0.000    4.764    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:1667(__hash__)
  3790397    3.696    0.000   12.419    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\dtypes.py:906(is_dtype)
  1689900    3.656    0.000    8.946    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1969(translate)
  2488054    3.544    0.000   14.311    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1223(is_numeric_dtype)
 14790095    3.526    0.000    3.526    0.000 {method 'pop' of 'dict' objects}
   862789    3.520    0.000   10.991    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1310(maybe_cast_to_datetime)
  4392544    3.518    0.000    9.203    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:5659(maybe_extract_name)
578765/569744    3.480    0.000   18.580    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\artist.py:972(update)
  9758224    3.441    0.000    5.387    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:5562(ensure_index)
  2508852    3.422    0.000    8.144    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:181(_add_filter)
  7616750    3.421    0.000   23.317    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:185(is_array_like)
   766131    3.399    0.000   82.786    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3369(xs)
649381/648708    3.394    0.000    3.666    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:375(bounds)
  4423260    3.371    0.000   20.566    0.000 {built-in method builtins.any}
1042040/1040868    3.323    0.000   13.461    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1710(__eq__)
  2508852    3.306    0.000    3.622    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:493(__exit__)
 12383578    3.299    0.000    3.299    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:365(_get_axis_number)
  2172875    3.298    0.000    4.266    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\artist.py:332(pchanged)
 12028678    3.292    0.000    4.459    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:216(ndim)
  2828411    3.291    0.000   15.842    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5199(_protect_consolidate)
   930792    3.244    0.000   31.411    0.000 {built-in method builtins.sum}
7358538/7356346    3.225    0.000   12.900    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:47(isna)
     1171    3.209    0.003    3.209    0.003 {method 'encode_to_file' of 'ImagingEncoder' objects}
  2520175    3.209    0.000    3.209    0.000 {method 'remove' of 'list' objects}
       70    3.165    0.045  145.144    2.073 C:\Users\user\pybatch\batch_calculations.py:1026(<listcomp>)
  2488052    3.137    0.000   11.410    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:165(simplefilter)
  2798400    3.096    0.000    5.339    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\arrays\numpy_.py:414(to_numpy)
  2825788    3.081    0.000    5.704    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:138(<listcomp>)
  7337273    3.049    0.000    3.049    0.000 {built-in method pandas._libs.missing.checknull}
    15358    3.012    0.000    3.012    0.000 {method 'read' of '_io.BufferedReader' objects}
  1749738    2.976    0.000    3.844    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\cbook\__init__.py:2045(_setattr_cm)
