         583480946 function calls (573947864 primitive calls) in 463.326 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  1629647    1.041    0.000    2.572    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
   313982    1.016    0.000   13.642    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\computation\expressions.py:61(_evaluate_standard)
   292184    1.010    0.000   69.379    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1247(reindex_indexer)
4917457/4848148    1.006    0.000    1.865    0.000 {built-in method builtins.hash}
   313878    0.992    0.000   70.154    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\__init__.py:359(wrapper)
1913296/1552978    0.961    0.000    1.486    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\artist.py:213(stale)
   281451    0.927    0.000    1.688    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_asarray.py:223(require)
   872442    0.915    0.000    3.386    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:598(_ensure_dtype_type)
  1221900    0.914    0.000    6.251    0.000 {built-in method builtins.any}
  1159183    0.888    0.000    1.896    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:608(is_dtype_equal)
  1859958    0.880    0.000    1.148    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\__init__.py:686(__getitem__)
  2197384    0.880    0.000    2.981    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:427(dtype)
  3629934    0.871    0.000    0.871    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1584(_block)
   457796    0.855    0.000    0.855    0.000 {built-in method numpy.arange}
   630794    0.852    0.000   14.248    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3534(_get_item_cache)
   568741    0.844    0.000    3.159    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2396(__init__)
  3916239    0.840    0.000    0.840    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:315(dtype)
129763/127022    0.834    0.000    4.037    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\artist.py:972(update)
  2407402    0.831    0.000    1.112    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:329(apply_if_callable)
  4370757    0.825    0.000    0.825    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:233(mgr_locs)
   252825    0.822    0.000   32.787    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:1078(_getitem_axis)
   822158    0.819    0.000    1.486    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3584(_set_is_copy)
   607381    0.819    0.000    2.248    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\dtypes.py:1119(is_dtype)
   553499    0.814    0.000    2.815    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:498(_shallow_copy)
   458981    0.806    0.000    0.806    0.000 {method 'copy' of 'numpy.ndarray' objects}
   287301    0.803    0.000   96.162    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3355(_take_with_is_copy)
   599157    0.802    0.000    1.858    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:224(is_sparse)
   288017    0.798    0.000    0.798    0.000 {method 'take' of 'numpy.ndarray' objects}
  1797973    0.789    0.000    0.789    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:135(_check_ndim)
  1334843    0.786    0.000    5.221    0.000 {method 'any' of 'numpy.ndarray' objects}
       28    0.782    0.028   43.040    1.537 C:\Users\user\pybatch\batch_calculations.py:1014(<listcomp>)
  1351146    0.766    0.000    0.766    0.000 {built-in method numpy.seterrobj}
   566524    0.761    0.000    3.716    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:2854(get_loc)
   314412    0.760    0.000    0.930    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\cbook\__init__.py:2045(_setattr_cm)
  1172605    0.754    0.000    0.754    0.000 {method 'format' of 'str' objects}
       20    0.740    0.037   41.130    2.056 C:\Users\user\pybatch\batch_calculations.py:1020(<listcomp>)
   313982    0.737    0.000   72.012    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\common.py:50(new_method)
     5952    0.731    0.000    0.757    0.000 {built-in method builtins.print}
  2904978    0.722    0.000    0.722    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:178(classes)
   497661    0.721    0.000    5.665    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:750(__array__)
   813627    0.719    0.000    3.096    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:207(array_values)
   313975    0.711    0.000   17.658    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:2151(check_bool_indexer)
  2240439    0.705    0.000    0.732    0.000 {method 'get' of 'dict' objects}
   813627    0.694    0.000    4.020    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:574(array)
  1237469    0.693    0.000    0.975    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1733(pandas_dtype)
  2904978    0.691    0.000    1.049    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:180(<lambda>)
   322976    0.678    0.000    0.733    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:474(__enter__)
   147959    0.677    0.000    9.410    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:993(iget)
  2347689    0.675    0.000    0.675    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:36(_kind_name)
  2546349    0.667    0.000    0.667    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:365(_get_axis_number)
   246246    0.654    0.000    1.317    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:925(_is_scalar_access)
   422621    0.651    0.000    1.556    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:441(__init__)
   288017    0.646    0.000    4.260    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:701(take)
   813627    0.632    0.000    0.632    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\arrays\numpy_.py:50(__init__)
       28    0.620    0.022   33.983    1.214 C:\Users\user\pybatch\batch_calculations.py:1012(<listcomp>)
   178101    0.617    0.000    4.011    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1598(get_slice)
259110/69015    0.616    0.000   70.705    0.001 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\cbook\deprecation.py:384(wrapper)
   675263    0.612    0.000    2.991    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:446(__exit__)
   313878    0.606    0.000    3.495    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1064(is_numeric_v_string_like)
     3570    0.603    0.000    0.603    0.000 {method 'read' of '_io.BufferedReader' objects}
   627800    0.602    0.000    2.051    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\dtypes.py:906(is_dtype)
   565061    0.598    0.000    0.598    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:287(_slice)
    32234    0.593    0.000    5.555    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\lines.py:269(__init__)
      255    0.592    0.002    0.592    0.002 {method 'encode_to_file' of 'ImagingEncoder' objects}
  1432051    0.583    0.000    3.826    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:185(is_array_like)
       20    0.579    0.029   31.781    1.589 C:\Users\user\pybatch\batch_calculations.py:1017(<listcomp>)
   282904    0.575    0.000    7.102    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:602(find_common_type)
   775890    0.575    0.000    1.503    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:5659(maybe_extract_name)
900936/900218    0.574    0.000    1.246    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:130(_isna)
   105119    0.573    0.000    0.743    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\cbook\__init__.py:2219(_check_isinstance)
   128986    0.572    0.000    7.732    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3553(_slice)
  1930197    0.569    0.000    0.755    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:216(ndim)
        1    0.566    0.566   40.824   40.824 C:\Users\user\pybatch\batch_calculations.py:1435(draw_cluster_analysis)
   675263    0.549    0.000    3.705    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:441(__enter__)
    14302    0.544    0.000    1.295    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
  1587004    0.531    0.000    0.975    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:5562(ensure_index)
   566524    0.528    0.000    1.238    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4979(_maybe_cast_indexer)
   628704    0.526    0.000    0.526    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:107(__init__)
   868814    0.519    0.000    0.652    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:520(is_)
246246/123123    0.516    0.000   35.284    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:1042(_getitem_tuple)
   423691    0.513    0.000    1.840    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5199(_protect_consolidate)
   400156    0.508    0.000    1.404    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:1419(_validate_integer)
   128986    0.507    0.000    6.134    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:766(get_slice)
   313162    0.503    0.000    0.638    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:1667(__hash__)
   594443    0.501    0.000    1.999    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:580(is_empty_data)
   614057    0.499    0.000    2.805    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:492(is_interval_dtype)
   675263    0.498    0.000    0.682    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:437(__init__)
  1352776    0.490    0.000    4.495    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_methods.py:44(_any)
   283348    0.482    0.000    2.804    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:973(_get_value)
   277033    0.480    0.000   16.913    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1879(_interleaved_dtype)
239758/116132    0.472    0.000    0.533    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:158(_invalidate_internal)
   313982    0.470    0.000   14.935    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\computation\expressions.py:217(evaluate)
  2702292    0.466    0.000    0.466    0.000 {built-in method numpy.geterrobj}
   326209    0.460    0.000    0.460    0.000 {method 'remove' of 'list' objects}
   498695    0.453    0.000    2.679    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4123(_can_hold_identifiers_and_holds_name)
   422799    0.452    0.000    0.814    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:138(<listcomp>)
  1783968    0.447    0.000    1.417    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:214(<genexpr>)
   322976    0.446    0.000    0.489    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:493(__exit__)
   614826    0.442    0.000    2.128    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:530(is_categorical_dtype)
   526741    0.442    0.000    0.578    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\cbook\__init__.py:2254(_check_in_list)
   999905    0.441    0.000    0.593    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:149(cast_scalar_indexer)
   421170    0.436    0.000    0.584    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:382(_get_block_manager_axis)
   291480    0.434    0.000    0.891    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:358(array_equivalent)
   422077    0.430    0.000    1.227    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5213(f)
   151424    0.420    0.000    0.762    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:3127(_convert_slice_indexer)
  1287510    0.420    0.000    0.420    0.000 {built-in method __new__ of type object at 0x00007FFE67FDD3F0}
