         2628603891 function calls (2583344845 primitive calls) in 2270.819 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  2620812   11.049    0.000   19.497    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1187(maybe_castable)
  7184412   10.740    0.000   11.527    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
 16259876   10.739    0.000   41.486    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\base.py:256(is_dtype)
 11368982   10.685    0.000   35.425    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:194(is_object_dtype)
  1571526   10.379    0.000   10.379    0.000 {pandas._libs.algos.take_2d_axis1_int64_int64}
 47122466   10.041    0.000   10.041    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:319(iget)
   608725    9.982    0.000   13.172    0.000 c:\users\user\anaconda3\envs\tasc\lib\inspect.py:2879(_bind)
  6590988    9.899    0.000   37.684    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:256(make_block_same_class)
  1880603    9.810    0.000   10.416    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:185(set_children)
22819766/22819756    9.421    0.000   16.258    0.000 {built-in method builtins.hasattr}
      120    9.420    0.078  795.686    6.631 C:\Users\user\pybatch\batch_calculations.py:1071(draw_layer_graph)
  1572844    9.225    0.000  528.224    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3256(take)
 13524944    8.756    0.000   11.609    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:293(issubclass_)
 17799900    8.706    0.000    8.728    0.000 {built-in method _abc._abc_instancecheck}
  5882436    8.584    0.000   29.584    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1330(is_bool_dtype)
 10830624    8.395    0.000   43.861    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:339(extract_array)
 10432467    8.276    0.000   13.653    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:442(name)
  9288469    8.274    0.000    9.481    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:237(mgr_locs)
  4178888    7.962    0.000   12.390    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\arrays\numpy_.py:162(__init__)
 23353265    7.876    0.000   10.614    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:567(__len__)
  4737117    7.714    0.000   27.489    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4199(equals)
 17243938    7.668    0.000   15.008    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:322(is_hashable)
  4324842    7.630    0.000   13.586    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5097(__finalize__)
 12133745    7.560    0.000   26.288    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:319(_name_includes_bit_suffix)
 18750248    7.503    0.000   10.781    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1565(_get_dtype)
  6762472    7.385    0.000   19.569    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:365(issubdtype)
  4467439    7.347    0.000    8.379    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1541(__init__)
  1647358    7.184    0.000   67.505    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:348(check_array_indexer)
      228    7.173    0.031  352.216    1.545 C:\Users\user\pybatch\batch_calculations.py:1034(<listcomp>)
  3403227    6.919    0.000    6.919    0.000 {built-in method numpy.arange}
  1581238    6.892    0.000    6.892    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
  3843228    6.875    0.000   15.927    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:212(shape)
  1647375    6.815    0.000   97.111    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:119(na_arithmetic_op)
  4232783    6.775    0.000   33.221    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
    42674    6.652    0.000    6.652    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
  2765923    6.600    0.000   14.700    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4086(__getitem__)
 11530642    6.540    0.000   11.000    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1611(dtype)
19118145/15088610    6.534    0.000   53.270    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_asarray.py:16(asarray)
  2633375    6.458    0.000   91.062    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2723(make_block)
  1940832    6.422    0.000   12.367    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:132(__init__)
  1570212    6.372    0.000  674.833    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2930(_getitem_bool_array)
  2277947    6.291    0.000   16.840    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\numeric.py:105(_shallow_copy)
   821401    6.175    0.000   48.540    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1448(find_common_type)
  3295882    6.073    0.000    6.073    0.000 {method 'copy' of 'numpy.ndarray' objects}
  8486403    6.026    0.000   10.629    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:492(name)
  8249534    6.011    0.000   28.757    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:381(is_datetime64tz_dtype)
  1122468    5.872    0.000   78.325    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:993(iget)
        1    5.867    5.867   77.436   77.436 C:\Users\user\pybatch\batch_calculations.py:457(_get_msd_info)
      120    5.798    0.048  301.876    2.516 C:\Users\user\pybatch\batch_calculations.py:295(_scratch_min_max)
  1581239    5.788    0.000  393.311    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1294(<listcomp>)
  1647375    5.785    0.000  168.245    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:2741(_construct_result)
  3109535    5.755    0.000  115.108    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3534(_get_item_cache)
  2334371    5.678    0.000    5.730    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
  5311059    5.545    0.000    6.281    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4039(__contains__)
  1585540    5.473    0.000  413.523    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1247(reindex_indexer)
  1647375    5.469    0.000   80.966    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\computation\expressions.py:61(_evaluate_standard)
  1647213    5.401    0.000  381.312    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\__init__.py:359(wrapper)
  6723732    5.370    0.000    7.119    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:377(_get_axis)
 17799900    5.296    0.000   14.023    0.000 c:\users\user\anaconda3\envs\tasc\lib\abc.py:137(__instancecheck__)
  2620757    5.182    0.000  102.906    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1573(from_array)
  2620812    4.856    0.000   44.228    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:520(_try_cast)
 18917601    4.835    0.000    4.835    0.000 {pandas._libs.lib.is_scalar}
   130174    4.790    0.000   12.214    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
2200179/1511448    4.770    0.000  344.844    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:864(__getitem__)
  4746347    4.745    0.000   18.319    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:598(_ensure_dtype_type)
 20959661    4.732    0.000    4.732    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:233(mgr_locs)
 11530642    4.703    0.000   15.704    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:427(dtype)
22949354/22800401    4.632    0.000    8.705    0.000 {built-in method builtins.hash}
  5075633    4.618    0.000    4.618    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:107(__init__)
  7499277    4.407    0.000   28.727    0.000 {method 'any' of 'numpy.ndarray' objects}
  1565859    4.395    0.000   55.770    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:868(__getitem__)
  2393037    4.360    0.000    6.806    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:463(_simple_new)
  5594928    4.347    0.000    9.442    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:608(is_dtype_equal)
  1571530    4.320    0.000  561.978    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3355(_take_with_is_copy)
  2516844    4.315    0.000   14.013    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\fromnumeric.py:73(_wrapreduction)
 18790243    4.286    0.000    4.286    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1584(_block)
  6579608    4.284    0.000   10.378    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
  1572844    4.239    0.000    4.239    0.000 {method 'take' of 'numpy.ndarray' objects}
   821401    4.236    0.000  205.320    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2816(_ixs)
  6492593    4.181    0.000    4.181    0.000 {method 'format' of 'str' objects}
  2633431    4.176    0.000    8.774    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:224(is_sparse)
672716/336359    4.122    0.000   97.736    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:757(_getitem_lowerdim)
  1057124    4.106    0.000   10.083    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:292(getitem_block)
  7184412    4.098    0.000    4.098    0.000 {built-in method numpy.seterrobj}
  9224363    4.098    0.000    4.098    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:135(_check_ndim)
 19854479    4.087    0.000    4.087    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:315(dtype)
  1510136    3.996    0.000  246.582    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:1474(_getitem_axis)
  3743226    3.951    0.000    4.384    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:398(_set_axis)
  4178888    3.949    0.000   16.339    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:207(array_values)
  1647375    3.928    0.000  391.729    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\common.py:50(new_method)
  2405915    3.870    0.000   13.520    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2396(__init__)
  2653559    3.844    0.000   10.116    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\dtypes.py:1119(is_dtype)
 12133745    3.826    0.000    3.826    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:36(_kind_name)
    91285    3.784    0.000    9.642    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\colors.py:545(__call__)
 15766909    3.698    0.000    3.698    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:587(<listcomp>)
  4178888    3.656    0.000   21.204    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:574(array)
   824255    3.633    0.000   10.879    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1310(maybe_cast_to_datetime)
  1647358    3.573    0.000   93.998    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:2151(check_bool_indexer)
  1675007    3.522    0.000    3.847    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:474(__enter__)
  2298295    3.511    0.000   10.657    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:498(_shallow_copy)
  1572844    3.494    0.000   21.112    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:701(take)
6036296/5028622    3.452    0.000    6.149    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\artist.py:213(stale)
  9590159    3.450    0.000    3.501    0.000 {method 'get' of 'dict' objects}
  3097565    3.449    0.000    6.080    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3584(_set_is_copy)
1165717/562339    3.441    0.000   16.537    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:2366(get_affine)
  2382169    3.434    0.000   27.510    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:750(__array__)
  1122468    3.423    0.000   22.024    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3184(_box_col_values)
  9119042    3.415    0.000    4.532    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:329(apply_if_callable)
   424036    3.376    0.000   44.219    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\patches.py:761(_update_patch_transform)
  4178888    3.335    0.000    3.335    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\arrays\numpy_.py:50(__init__)
  5805205    3.305    0.000    4.582    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1733(pandas_dtype)
  3591512    3.298    0.000   15.757    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:446(__exit__)
 12299543    3.242    0.000    4.858    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:180(<lambda>)
 12299543    3.237    0.000    3.237    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:178(classes)
4823159/4821843    3.233    0.000    6.456    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:130(_isna)
  5979063    3.160    0.000    4.178    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\__init__.py:686(__getitem__)
  1940564    3.142    0.000    8.918    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:441(__init__)
   688731    3.114    0.000   77.822    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3369(xs)
     1153    2.984    0.003    2.984    0.003 {built-in method io.open}
       42    2.944    0.070  137.993    3.286 C:\Users\user\pybatch\batch_calculations.py:1026(<listcomp>)
 11529684    2.907    0.000    9.052    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:214(<genexpr>)
  3591512    2.889    0.000   20.043    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:441(__enter__)
      576    2.863    0.005    2.863    0.005 {method 'tobytes' of 'numpy.ndarray' objects}
  1647213    2.857    0.000   18.407    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1064(is_numeric_v_string_like)
  1645899    2.810    0.000    3.598    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:1667(__hash__)
  7548047    2.808    0.000   24.495    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_methods.py:44(_any)
  4737117    2.784    0.000    3.535    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:520(is_)
  2334371    2.771    0.000   13.729    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:2854(get_loc)
  1647375    2.666    0.000   88.411    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\computation\expressions.py:217(evaluate)
   442715    2.660    0.000    3.509    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\cbook\__init__.py:2219(_check_isinstance)
  3396825    2.651    0.000   18.893    0.000 {built-in method builtins.any}
  3591512    2.642    0.000    3.628    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:437(__init__)
  2701906    2.640    0.000    8.857    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\dtypes.py:906(is_dtype)
1256222/1255775    2.625    0.000   15.252    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1041(get_points)
  8421981    2.603    0.000    3.452    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:216(ndim)
   540666    2.599    0.000   13.477    0.000 {built-in method builtins.sum}
  3353566    2.592    0.000    6.877    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:5659(maybe_extract_name)
   722899    2.571    0.000   16.589    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1598(get_slice)
  5789139    2.560    0.000   16.883    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:185(is_array_like)
  9376413    2.541    0.000    2.541    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:365(_get_axis_number)
   768855    2.505    0.000    4.544    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_asarray.py:223(require)
       30    2.488    0.083  116.980    3.899 C:\Users\user\pybatch\batch_calculations.py:1032(<listcomp>)
   800604    2.457    0.000    8.552    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:766(__init__)
  6907260    2.453    0.000    3.863    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:5562(ensure_index)
    91284    2.429    0.000   19.802    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\colors.py:1023(__call__)
2026729/1378074    2.395    0.000    2.742    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:158(_invalidate_internal)
 14368824    2.372    0.000    2.372    0.000 {built-in method numpy.geterrobj}
  1584238    2.369    0.000    4.566    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:358(array_equivalent)
  1681768    2.365    0.000    2.365    0.000 {method 'remove' of 'list' objects}
   561117    2.361    0.000    3.527    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\ma\core.py:2912(_update_from)
  1942407    2.358    0.000   10.215    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5199(_protect_consolidate)
  1780023    2.336    0.000    2.336    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:287(_slice)
  1647217    2.320    0.000    9.274    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1223(is_numeric_dtype)
   690045    2.316    0.000   98.807    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:1078(_getitem_axis)
4823159/4821843    2.282    0.000    8.737    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:47(isna)
  1675007    2.226    0.000    2.457    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:493(__exit__)
  2334371    2.221    0.000    5.227    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4979(_maybe_cast_indexer)
       42    2.207    0.053  102.256    2.435 C:\Users\user\pybatch\batch_calculations.py:1024(<listcomp>)
  2873585    2.161    0.000    5.312    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1702(__init__)
       30    2.152    0.072   99.767    3.326 C:\Users\user\pybatch\batch_calculations.py:1029(<listcomp>)
  4812322    2.132    0.000    2.132    0.000 {built-in method pandas._libs.missing.checknull}
331786/331341    2.131    0.000    2.285    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:375(bounds)
  4303686    2.129    0.000    2.830    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:149(cast_scalar_indexer)
   122412    2.092    0.000   18.501    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:672(intersection)
  1761852    2.084    0.000    8.512    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1832(__init__)
   243806    2.074    0.000    2.966    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\artist.py:69(__init__)
  2187743    2.064    0.000   12.610    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4123(_can_hold_identifiers_and_holds_name)
  2620759    2.055    0.000    8.666    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:580(is_empty_data)
  2672353    2.054    0.000    9.853    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:530(is_categorical_dtype)
   149350    2.045    0.000   18.488    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:675(__array_ufunc__)
  2671033    2.039    0.000   12.412    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:492(is_interval_dtype)
  1647215    2.038    0.000    7.525    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:165(simplefilter)
  1675007    2.037    0.000    5.440    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:181(_add_filter)
