         1491317215 function calls (1465780094 primitive calls) in 1319.369 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  9763980    4.560    0.000    8.934    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:322(is_hashable)
 10607502    4.535    0.000    6.496    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1565(_get_dtype)
 13179867    4.494    0.000    6.077    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:567(__len__)
      114    4.368    0.038  220.430    1.934 C:\Users\user\pybatch\batch_calculations.py:1017(<listcomp>)
   930443    4.337    0.000   40.294    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexers.py:348(check_array_indexer)
  7606932    4.259    0.000    5.912    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:293(issubclass_)
  2413433    4.232    0.000   19.751    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:97(is_bool_indexer)
  2157913    4.213    0.000    9.560    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:212(shape)
  3803466    4.212    0.000   10.440    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:365(issubdtype)
   930451    4.175    0.000   59.453    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\array_ops.py:119(na_arithmetic_op)
   890473    4.124    0.000    4.124    0.000 {pandas._libs.algos.take_2d_axis0_object_object}
   884176    4.096    0.000  401.660    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2930(_getitem_bool_array)
  2527837    4.045    0.000    4.677    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1541(__init__)
  1574049    3.979    0.000    8.765    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4086(__getitem__)
   470158    3.962    0.000   29.547    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1448(find_common_type)
10856981/8576279    3.961    0.000   32.500    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_asarray.py:16(asarray)
  1046754    3.926    0.000    4.273    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:207(set_children)
  1906160    3.904    0.000    3.904    0.000 {built-in method numpy.arange}
  6512669    3.848    0.000    6.501    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1611(dtype)
   890474    3.795    0.000  231.267    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1294(<listcomp>)
    23173    3.765    0.000    3.765    0.000 {method 'set_text' of 'matplotlib.ft2font.FT2Font' objects}
        1    3.747    3.747   50.174   50.174 C:\Users\user\pybatch\batch_calculations.py:457(_get_msd_info)
  1491637    3.709    0.000   54.032    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2723(make_block)
  4660971    3.690    0.000   16.877    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:381(is_datetime64tz_dtype)
  4803110    3.638    0.000    6.417    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:492(name)
   930451    3.504    0.000  100.723    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:2741(_construct_result)
  3008599    3.501    0.000    3.924    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4039(__contains__)
  1760712    3.385    0.000   65.710    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3534(_get_item_cache)
  1323512    3.384    0.000    3.413    0.000 {method 'get_loc' of 'pandas._libs.index.IndexEngine' objects}
   930451    3.319    0.000   49.596    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\computation\expressions.py:61(_evaluate_standard)
  1291370    3.280    0.000    9.681    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\numeric.py:105(_shallow_copy)
  3827047    3.255    0.000    4.270    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:377(_get_axis)
  2113467    3.246    0.000    3.492    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:398(_set_axis)
   930370    3.239    0.000  231.613    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\__init__.py:359(wrapper)
   892759    3.232    0.000  242.540    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1247(reindex_indexer)
  1484540    3.142    0.000   60.849    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1573(from_array)
   628926    3.121    0.000   43.773    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:993(iget)
       60    3.116    0.052  172.510    2.875 C:\Users\user\pybatch\batch_calculations.py:295(_scratch_min_max)
 10235690    3.115    0.000    8.852    0.000 c:\users\user\anaconda3\envs\tasc\lib\abc.py:137(__instancecheck__)
  1816471    3.109    0.000    3.109    0.000 {method 'copy' of 'numpy.ndarray' objects}
  1096996    3.095    0.000    6.743    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:132(__init__)
  1484596    3.069    0.000   26.327    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\construction.py:520(_try_cast)
1263479/867148    3.062    0.000  206.866    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:864(__getitem__)
   663510    3.015    0.000    6.152    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:2311(__init__)
  2672738    2.941    0.000   10.692    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:598(_ensure_dtype_type)
 10712688    2.910    0.000    2.910    0.000 {pandas._libs.lib.is_scalar}
    73646    2.858    0.000    7.315    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
12988022/12906945    2.807    0.000    5.170    0.000 {built-in method builtins.hash}
   896032    2.799    0.000   36.663    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:868(__getitem__)
3731611/3731584    2.795    0.000    6.676    0.000 <frozen importlib._bootstrap>:1009(_handle_fromlist)
  6512669    2.781    0.000    9.282    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:427(dtype)
      319    2.762    0.009    2.762    0.009 {method 'encode_to_file' of 'ImagingEncoder' objects}
  4217894    2.745    0.000   16.921    0.000 {method 'any' of 'numpy.ndarray' objects}
  1359146    2.736    0.000    4.221    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:463(_simple_new)
  1243586    2.701    0.000    7.422    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\fromnumeric.py:73(_wrapreduction)
 10617751    2.688    0.000    2.688    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1584(_block)
   936481    2.686    0.000    2.686    0.000 {method 'take' of 'numpy.ndarray' objects}
   470158    2.676    0.000  125.224    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:2816(_ixs)
  2363310    2.556    0.000   10.330    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:207(array_values)
  3158478    2.520    0.000    5.619    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:608(is_dtype_equal)
   608324    2.518    0.000    6.017    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:292(getitem_block)
  3887422    2.514    0.000    2.514    0.000 {built-in method numpy.seterrobj}
387116/193559    2.506    0.000   57.119    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:757(_getitem_lowerdim)
  2363310    2.500    0.000   13.595    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:574(array)
   884837    2.496    0.000  331.020    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3355(_take_with_is_copy)
  5206265    2.484    0.000    2.484    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:135(_check_ndim)
  1491694    2.472    0.000    5.524    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:224(is_sparse)
   866493    2.470    0.000  149.984    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:1474(_getitem_axis)
   948336    2.467    0.000    2.675    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:474(__enter__)
  3655272    2.461    0.000    2.461    0.000 {method 'format' of 'str' objects}
   885494    2.415    0.000   12.604    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:701(take)
   930451    2.375    0.000  237.791    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\ops\common.py:50(new_method)
 11211921    2.325    0.000    2.325    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:315(dtype)
  9025232    2.313    0.000    2.313    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\numerictypes.py:587(<listcomp>)
 11842075    2.304    0.000    2.304    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:233(mgr_locs)
  1362407    2.213    0.000    7.708    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:2396(__init__)
   471618    2.208    0.000    6.616    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\cast.py:1310(maybe_cast_to_datetime)
  6133469    2.165    0.000    2.195    0.000 {method 'get' of 'dict' objects}
   930443    2.159    0.000   56.062    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:2151(check_bool_indexer)
  1502982    2.152    0.000    5.911    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\dtypes.py:1119(is_dtype)
  2363310    2.082    0.000    2.082    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\arrays\numpy_.py:50(__init__)
  6841158    2.075    0.000    2.075    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_dtype.py:36(_kind_name)
3435075/2836881    2.061    0.000    3.685    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\artist.py:241(stale)
  1302890    2.059    0.000    6.463    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:498(_shallow_copy)
    50479    2.057    0.000    5.908    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\colors.py:588(__call__)
  5191786    2.053    0.000    2.711    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\common.py:329(apply_if_callable)
  1350251    2.035    0.000   17.184    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:750(__array__)
   654384    2.026    0.000    2.714    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\cbook\__init__.py:259(process)
651831/314634    2.016    0.000    9.553    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:2401(get_affine)
  1760486    2.005    0.000    3.691    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3584(_set_is_copy)
  3283910    1.992    0.000    2.733    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1733(pandas_dtype)
  6969059    1.938    0.000    1.938    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:178(classes)
2718472/2717813    1.914    0.000    3.793    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:130(_isna)
  1943353    1.897    0.000    9.422    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:446(__exit__)
   628926    1.866    0.000   13.115    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:3184(_box_col_values)
  6969059    1.844    0.000    2.776    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:180(<lambda>)
   930370    1.843    0.000   10.992    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1064(is_numeric_v_string_like)
  1096863    1.839    0.000    4.911    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\frame.py:441(__init__)
   396331    1.821    0.000   45.547    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:3369(xs)
  3415988    1.821    0.000    2.442    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\__init__.py:602(__getitem__)
      319    1.754    0.005    1.754    0.005 {method 'tobytes' of 'numpy.ndarray' objects}
  2667652    1.734    0.000    2.210    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:520(is_)
   450172    1.724    0.000    5.311    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:780(__init__)
  6473739    1.722    0.000    5.348    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:214(<genexpr>)
       21    1.698    0.081   82.670    3.937 C:\Users\user\pybatch\batch_calculations.py:1009(<listcomp>)
  1323512    1.679    0.000    8.272    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:2854(get_loc)
  1943353    1.667    0.000   12.056    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:441(__enter__)
  4245922    1.653    0.000   14.282    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_methods.py:44(_any)
  1022037    1.638    0.000    1.638    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\blocks.py:287(_slice)
   929713    1.606    0.000    2.072    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:1667(__hash__)
   413713    1.594    0.000   10.750    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:1598(get_slice)
  1937220    1.557    0.000   11.054    0.000 {built-in method builtins.any}
  2754025    1.548    0.000    1.548    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:107(__init__)
  1901603    1.545    0.000    4.025    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:5659(maybe_extract_name)
  3911374    1.509    0.000    2.327    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:5562(ensure_index)
   305154    1.509    0.000    3.754    0.000 {built-in method builtins.sum}
  1529355    1.508    0.000    5.179    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\dtypes.py:906(is_dtype)
  5333265    1.505    0.000    1.505    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:365(_get_axis_number)
  4767922    1.492    0.000    1.962    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:216(ndim)
   948336    1.480    0.000    1.608    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:493(__exit__)
   930451    1.479    0.000   53.871    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\computation\expressions.py:217(evaluate)
   442437    1.478    0.000    2.680    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_asarray.py:223(require)
  1523113    1.471    0.000    2.336    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1750(__init__)
700508/700505    1.470    0.000    8.787    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1089(get_points)
  1943353    1.464    0.000    2.037    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\core\_ufunc_config.py:437(__init__)
    50373    1.460    0.000   30.985    0.001 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\axes\_base.py:2179(_update_patch_limits)
       15    1.456    0.097   71.890    4.793 C:\Users\user\pybatch\batch_calculations.py:1015(<listcomp>)
   950619    1.449    0.000    1.449    0.000 {method 'remove' of 'list' objects}
   134459    1.432    0.000    2.586    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\artist.py:99(__init__)
   307518    1.430    0.000    2.084    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\numpy\ma\core.py:2912(_update_from)
   973471    1.425    0.000    4.280    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:1867(__init__)
   892114    1.420    0.000    2.736    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:358(array_equivalent)
  7774844    1.412    0.000    1.412    0.000 {built-in method numpy.geterrobj}
    50478    1.412    0.000   11.229    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\colors.py:1163(__call__)
  1097785    1.410    0.000    6.214    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\generic.py:5199(_protect_consolidate)
  3289473    1.382    0.000   10.051    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\inference.py:185(is_array_like)
  1323512    1.353    0.000    3.181    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4979(_maybe_cast_indexer)
   396988    1.344    0.000   57.095    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexing.py:1078(_getitem_axis)
   235825    1.342    0.000   25.302    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\patches.py:772(get_patch_transform)
  1513593    1.324    0.000    5.807    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:530(is_categorical_dtype)
  1096996    1.320    0.000    2.426    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\internals\managers.py:138(<listcomp>)
   930372    1.305    0.000    4.713    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:165(simplefilter)
  1239624    1.298    0.000    4.757    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:1841(is_object)
       15    1.295    0.086   62.359    4.157 C:\Users\user\pybatch\batch_calculations.py:1012(<listcomp>)
  1239624    1.294    0.000    8.221    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:4123(_can_hold_identifiers_and_holds_name)
  2712635    1.277    0.000    1.277    0.000 {built-in method pandas._libs.missing.checknull}
   948336    1.276    0.000    3.399    0.000 c:\users\user\anaconda3\envs\tasc\lib\warnings.py:181(_add_filter)
186316/186315    1.255    0.000    1.332    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\matplotlib\transforms.py:392(bounds)
  1512930    1.246    0.000    7.316    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:492(is_interval_dtype)
   930374    1.245    0.000    5.367    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\common.py:1223(is_numeric_dtype)
2718472/2717813    1.242    0.000    5.034    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\dtypes\missing.py:47(isna)
   368104    1.240    0.000    2.141    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\indexes\base.py:3127(_convert_slice_indexer)
    82611    1.197    0.000   10.685    0.000 c:\users\user\anaconda3\envs\tasc\lib\site-packages\pandas\core\series.py:675(__array_ufunc__)
